id,trigger,conditions,script,text,options,notes
gaKANewMaxiosVisit2,DialogOptionSelected,$option == gaKA_visitStorage2,,"Mistew Woke weads you past wows of seawed stowage units, into a woading bay. Youw footsteps pwoduce a duww metawwic echo. Something that smewws of owganic compounds is weaking.

Stiww smiwing bwandwy, Woke stops and with the wave of his hand unwocks a stowage unit. He speaks softwy to you, ""When she heawd of this, Jowien towd me she thought it was vewy funny. She wanted me to come and make suwe you got what the Gawgoywe asked Ewissa to make fow you.

His watewy eyes stawe at the stowage unit, ""It must be a nice thing.""","gaKA_visitStorage3:""Who are all these people?""
gaKA_visitStorage3a:""Thanks, I think.""",
gaKANewMaxiosVisit3a,DialogOptionSelected,$option == gaKA_visitStorage3a,"$option = gaKA_visitStorage3 0
FireBest DialogOptionSelected",,,
gaKANewMaxiosVisit3,DialogOptionSelected,$option == gaKA_visitStorage3,ShowDefaultVisual,"Instead of answewing, he gives you a wespectfuw nod, and says ""Goodbye,"" then wawks away into the shadows of the wawehouse.

You shake youw head and tuwn youw attention to the stowage unit. Inside you find a singwe standawd shipping cwate. You motion the techs fowwawd, and they appwoach with vawious handhewd scannews; you awe in no huwwy to be the butt of anothew of Gawgoywe's 'jokes'.",gaKA_visitStorage4:Continue,
gaKANewMaxiosVisit4,DialogOptionSelected,$option == gaKA_visitStorage4,,"The wead tech stawts wepowting. ""Powew souwce. Anomawous neutwinos. And um, minow hypewwave phase distowtion?"" 

The entiwe cwew of technicians take an unconscious step back. Hypewwave phasing technowogy has a poow weputation. And it's nevew been known to fit in so smaww a package and wemain stabwe.

An houw watew, as you awe finishing youw second hot dwink at a neawby cafe, the techs give the aww-cweaw thwough youw datapad, concwuding that as stwange as this device is - seemingwy a hand-buiwt one-off hypewwave twansmittew of some kind - it shouwd pose no immediate dangew.

You owdew it wemoved to youw fwagship.",gaKA_visitStorage5:Continue,
gaKANewMaxiosVisit5,DialogOptionSelected,$option == gaKA_visitStorage5,"AddStoryPoints 1
$global.gaKA_installHack = true
Call $global.gaKA_ref updateStage","On the shuttwe wide back to youw $shipOrFleet you pondew tactics fow insewting this device into the Aztwan Hypewwave Weway without being spotted by a Hegemony patwow. A smaww, fast detachment couwd do it. Ow phase ships, using theiw fiewds to wowew sensow pwofiwe. Ow with a wittwe wuck you couwd find a quiet moment between patwow wotations...

The intewcom cwackwes, ""Captain, we've awwived."" ",gaKA_visitStorage6:Continue,
gaKANewMaxiosVisit6,DialogOptionSelected,$option == gaKA_visitStorage6,FireAll PopulateOptions,,,
# Hacking Aztlan Relay,,,,,,
gaKA_relayPrintHostilesText,OpenInteractionDialog,"$id == aztlan_relay
$gaKA_installHack score:1000
IsSeenByAnyFleet",ShowDefaultVisual,"Youw $shipOrFleet was wecentwy detected - ow is cuwwentwy being twacked by - a neawby fweet, making a covewt instawwation of the hack impossibwe.",defaultLeave:Leave,
gaKA_relayObjectInteraction,OpenInteractionDialog,"$id == aztlan_relay
$gaKA_installHack score:1000",ShowDefaultVisual,Youw $shipOrFleet appwoaches $name.,"daKA_installHack:Install Gargoyle's hack device on the Aztlan Relay
defaultLeave:Leave",
gaKA_relayInstallHack0,DialogOptionSelected,$option == daKA_installHack,,"You give the go-owdew to youw ops chief, who stawts speaking in a wow voice to the hand-picked squad of vetewan sawvage techs that awe awweady cwossing to the weway on a cawgo dwone.

The entiwe opewation is cawwied out swiftwy and accowding to the dwiwws. A few quick cuts with wow-EM toows, buwkhead section wemoved, Gawgoywe's device secuwed in pwace. Pawasite micwodwones in the chassis wiww finish attaching key connections; taps into fibew wines, mostwy. The buwkhead is seawed and the team withdwaws with a few puffs of cowd gas thwustews as siwentwy as they appwoached.",daKA_installHack1:Continue,
gaKA_relayInstallHack1,DialogOptionSelected,$option == daKA_installHack1,,"Showtwy, youw comms officew confiwms a showt buwst indicating that Gawgoywe's device is opewationaw.

Despite Gawgoywe's cavawiew attitude towawd the entiwe entewpwise, youw comms and tech officews specuwate that a hack this intwusive wiww be discovewed vewy quickwy indeed. It wouwd be best to make a hasty escape whiwe you wemain undetected.",daKA_installHack2:Continue,
gaKA_relayInstallHack2,DialogOptionSelected,$option == daKA_installHack2,"$global.gaKA_retrieveArchive = true
Call $global.gaKA_ref updateStage","You wondew, too, if the Hegemony wiww twace the hack back to Gawgoywe's hideout. A Twi-Tachyon contwowwed powity is unwikewy to coopewate quickwy with any Hegemony investigation.

But then the investigation might not be 'officiaw', and wess an investigation than a bwack ops snatch squad. 

You shouwd wetwieve the awchive fwom Gawgoywe quickwy.",defaultLeave:Leave,
"# Gargoyle, retrieving archive",,,,,,
gaKAGargoyle2Greeting,PickGreeting,"$id == gargoyle
$gaKA_contactRetrieve score:1000",ShowPersonVisual,"You entew the comms ID fow Gawgoywe and nod to youw comms officew who stands weady fow whatevew suwpwises Gawgoywe thinks wouwd be amusing to send thwough comms.

No twicks this time. The dispway instantwy wesowves into a famiwiaw face with an unfamiwiaw expwession: feaw.",gaKA_gargoyle2Greeting2:Continue,
gaKAGargoyle2Greeting2,DialogOptionSelected,$option == gaKA_gargoyle2Greeting2,FireAll GAKAGargoyleHub,"""Captain, you need to take me on youw ship and get me out of hewe. They know whewe I am. I've weawwy done it this time, it's incwedibwe."" Gawgoywe wets out a newvous waugh, ""The gweatest data heist since the Second AI Waw!"" 

The hackew seems to weawize the gwavity of this statement, ""I think- they awe pwetty, vewy, extwemewy, entiwewy unhappy this time. It's not safe. Take me to ... to the Gawatia Academy? Anahita can hide me, wight? Aftew aww I've done, she has to.""",,
gaKAGargoyle2WhoIsAfterYou,GAKAGargoyleHub,!$askedWho,,,"gaKA_gargoyleWhoIsAfterYou:""Wait, who is after you?""",
gaKAGargoyle2DoYouHaveArchive,GAKAGargoyleHub,!$askedDoYouHave,,,"gaKA_gargoyleDoYouHave:""Do you have the Kallichore Archive?""",
gaKAGargoyle2WhatIfIJustLeaveYou,GAKAGargoyleHub,!$askedWhatIf,,,"gaKA_gargoyleWhatIf:""What if I just leave you here?""",
gaKAGargoyle2OrderAShuttle,GAKAGargoyleHub,,,,gaKA_gargoyleOrderShuttle:Order a shuttle to pick up Gargoyle,
gaKAGargoyle2WhoIsAfterYouSel,DialogOptionSelected,$option == gaKA_gargoyleWhoIsAfterYou,"$askedWho = true 0
FireAll GAKAGargoyleHub","""Just- I- Evewyone!""

""Wet me count my new fwiends,"" Gawgoywe stawts ticking off fingews, ""The Hegemony fow stawtews, whoevew COMSEC thinks to send. I expect an officiaw expedition wiww cause a dipwomatic incident, so pwobabwy shadowy gun-fun goons wiww sneak in to twy to muwdew me. Next, Twi-Tachyon, at weast once they'we tipped off by the Hegemony's bwundewing wesponse. And the Pathews, can't fowget them. The Hegemony weaks wike a huww bweach to aww the wittwe Wuddews and they'we going to simpwy wove evewything about this.""

""Wet me summawize fow you, my good captain: within, oh, two ow thwee shifts, this pwace wiww be in the cwossfiwe of an intewfactionaw cwiticawity event and evewy second spacew buying noodwes on the concouwse is going to be an assassin ow spy.""",,
gaKAGargoyle2DoYouHaveArchiveSel,DialogOptionSelected,$option == gaKA_gargoyleDoYouHave,"$askedDoYouHave = true 0
FireAll GAKAGargoyleHub","""Thewe's no time fow that! But-"" Gawgoywe smiwks. ""-I see what you'we twying. Don't wowwy, I've got it wocked up nice and secuwe, encwypted with my own speciaw juice, and backed up off-site. It'd take an Awpha Cowe to bweak it out, and that'd take time. If you knew whewe to wook. And you don't."" 

""Pwofessow Anahita won't have that kind of time if I spiww evewything you've done togethew to the big bad Hegemony. So whewe's my shuttwe?""",,
gaKAGargoyle2WhatIfIJustLeaveYouSel,DialogOptionSelected,$option == gaKA_gargoyleWhatIf,"$askedWhatIf = true 0
FireAll GAKAGargoyleHub","Gawgoywe's voice goes cowd. ""Then you don't get youw pwecious data awchive, Captain $$playerName. Because I've got it wocked up nice and secuwe, and backups off-site. By the way, you wouwdn't bewieve what I have on Wayan Awwoyo, on youw boss Anahita Baiwd, on aww sowts of peopwe! Even you, my deaw captain. The High Hegemon wiww have a fit when he watches you asking me to hack theiw pwecious ministwy of technowogy suppwession on Sectow-wide news channews.""

The hackew smiwes without wawmth, ""It's me ow nothing, cap.""",,
gaKAGargoyle2OrderAShuttleSel,DialogOptionSelected,$option == gaKA_gargoyleOrderShuttle,"$global.gaKA_returnToAcademy = true
Call $global.gaKA_ref updateStage","Gawgoywe nods, ""That's the way, captain. I'ww cowwect my toys.""

Youw shuttwe gets in and out without any suspicious inquiwies fwom twaffic contwow; they'we not wise to what's going on yet. Pwobabwy. 

You owdew Gawgoywe confined to quawtews weww away fwom the bwidge, and fow youw comms officew to keep an eye out fow anything suspicious.

""Captain,"" youw tacticaw officew cawws fow youw attention, ""Hegemony fweet incoming.""

Time to go.",gaKA_gargoyleOrderShuttle2:Continue,
gaKAGargoyle2OrderAShuttleSel2,DialogOptionSelected,$option == gaKA_gargoyleOrderShuttle2,EndConversation NO_CONTINUE,,,
# Conversation with patrol that intercepts you after you leave Magec,,,,,,
gaKAPatrolEncounter,BeginFleetEncounter,"$gaKA_patrol score:1000
!$gaKA_encounteredAlready
Call $global.gaKA_ref updateData","$gaKA_encounteredAlready = true
FleetDesc
HailPlayer",,,
gaKAPatrolOpenComm,OpenCommLink,"$entity.gaKA_patrol score:1000
!$entity.ignorePlayerCommRequests
Call $global.gaKA_ref updateData",$entity.ignorePlayerCommRequests = true,"The comms cwackwe to wife to dispway a Hegemony $rank stawing you down. ""Independent fweet captain! You awe owdewed to powew down shiewds, weapon systems, and dwives. You awe suspected of hawbowing a known cwiminaw and pawtaking in cwiminaw conspiwacy to bweach Hegemony data secuwity."" 

$HisOrHer wip cuwws awwogantwy, ""You wiww be boawded by Hegemony mawines and youw databanks seized fow inspection. Youw cawgo wiww be seized fow inspection. You wiww authowize unwimited access to aww components of youw $shipOrFleet. You wiww give no wesistance. Hesitation wiww be considewed wesistance. Insubowdination wiww be considewed wesistance. Suwwendew youw command codes immediatewy.""",gaKA_patrol1:Continue,
gaKAPatrol1,DialogOptionSelected,$option == gaKA_patrol1,"SetStoryOption gaKA_patrolLie general ""Convinced Hegemony patrol you're not involved the Tech Ministry hack""","You bwink at these outwageous owdews, tantamount to intewstewwaw piwacy. Even the waw of the Hegemony, by the owd Domain Navaw Code, gwants you cewtain wights. You'd guess that this is an ovewzeawous $rank going a bit wogue in intewpweting $hisOrHer owdews.

As you think this ovew, you watch the Hegemony $rank's face tuwning a deepew shade of wed, pewhaps intewpweting youw pause as 'wesistance'. It may be hawd to get out of this one without a fight.","gaKA_patrolWarrant:""These are exceptional inspection terms. Do you have a warrant?""
gaKA_patrolRefuse:""I do not accept those terms, $rank.""
gaKA_patrolLie:Weasel your way out of this with an extravagant lie
gaKA_patrolCut:You don't have time for this, cut the comms
gaKA_patrolWeapons:Power up weapons",
gaKAPatrolWarrant,DialogOptionSelected,$option == gaKA_patrolWarrant,"SetStoryOption gaKA_patrolLie general ""Convinced Hegemony patrol you're not involved the Tech Ministry hack""","The Hegemony $rank's eyes widen. ""You awe in no position to make demands, captain,"" $heOrShe says in bawewy-suppwessed wage. ""You wiww powew down aww systems and submit to seizuwe, inspection. And now awwest.""

$HisOrHer eyes nawwow, ""Suwwendew now and I might considew weniency. Unwess even a hint of insubowdination escapes fwom youw twaitow's mouth.""","gaKA_patrolRefuse2:""I must insist upon a legal warrant.""
gaKA_patrolLie:Weasel your way out of this with an extravagant lie
gaKA_patrolCut:You don't have time for this, cut the comms
gaKA_patrolWeapons:Power up weapons",
gaKAPatrolRefuse,DialogOptionSelected,$option == gaKA_patrolRefuse,"SetStoryOption gaKA_patrolLie general ""Convinced Hegemony patrol you're not involved the Tech Ministry hack""","The Hegemony $ranks eyes widen. ""This was not a negotiation, captain,"" $heOrShe says in bawewy-suppwessed wage. ""You wiww powew down aww systems and submit to seizuwe, inspection. And now awwest.""

$HisOrHer eyes nawwow, ""Suwwendew now and I might considew weniency. Unwess even a hint of insubowdination escapes fwom youw twaitow's mouth.""","gaKA_patrolRefuse2:""I must insist upon a legal warrant.""
gaKA_patrolLie:Weasel your way out of this with an extravagant lie
gaKA_patrolCut:You don't have time for this, cut the comms
gaKA_patrolWeapons:Power up weapons",
gaKAPatrolRefuse2,DialogOptionSelected,$option == gaKA_patrolRefuse2,"$option = gaKA_patrolWeapons 0
FireBest DialogOptionSelected",,,
gaKAPatrolCut,DialogOptionSelected,$option == gaKA_patrolCut,"EndConversation
MakeOtherFleetLowRepImpact gaKA true
MakeOtherFleetGoAway false
MakeOtherFleetImportant gaKA false","The Hegemony $ranks eyes stawt to widen just as you hit the disconnect. The image goes bwack and $hisOrHer shout is wost in dying static.

""$PlayerSirOrMadam,"" youw tacticaw officew wepowts, ""They'we moving to attack.""

You wefwect fow a moment that this gwoss viowation of Sectow commewce waw suggests that the Hegemony is mowe wikewy to covew up any 'incident' that occuws in the next moments wathew than undewmine its own wawfuw wegitimacy.",cutCommLink:Cut the comm link,
gaKAPatrolWeapons,DialogOptionSelected,$option == gaKA_patrolWeapons,"EndConversation
MakeOtherFleetLowRepImpact gaKA true
MakeOtherFleetGoAway false
MakeOtherFleetImportant gaKA false","The Hegemony $rank nods,  ""You weveaw youwsewf as a saboteuw and insuwwectionist,"" then says with ice-cowd hate ""I knew it fwom the stawt.""

The comms disconnect in a shawp cwackwe.

""$PlayerSirOrMadam,"" youw tacticaw officew wepowts, ""They'we moving to attack.""

You wefwect fow a moment that this gwoss viowation of Sectow commewce waw suggests that the Hegemony is mowe wikewy to covew up any 'incident' that occuws in the next moments wathew than undewmine its own wawfuw wegitimacy.",cutCommLink:Cut the comm link,
gaKAPatrolLie,DialogOptionSelected,$option == gaKA_patrolLie,,"You puww off a snappy sawute.

""$SiwOwMadam. I must wepowt a misundewstanding. I am in command of a speciaw auxiwiawy detachment in puwsuit of a suspected infiwtwatow and saboteuw. As pew the standing HEWMES BWACK owdew wegawding compwomised and-ow fwauduwent comms I am opewating without a Hegemony twanspondew ow active hypewcomms intewwink. The mission pawametews pwovided by my CO awwow fow independent initiative.""

""$SiwOwMadam,"" you add, because it feews wike the wight thing to do.",gaKA_patrolLie2:Continue,
gaKAPatrolLie2,DialogOptionSelected,$option == gaKA_patrolLie2,$player.gaKAbluffedViaOrcusRao = true,"$HeOrShe wooks skepticaw as you confidentwy wattwe off wegitimate-sounding Hegemony jawgon. The Hegemony $rank wooks down at you and asks, ""Undew what authowity do you opewate, captain? Who's youw CO?""

No hesitation now.","gaKA_patrolLie3:""Admiral Orcus Rao, Ragnar fleet command.""",
gaKAPatrolLie3,DialogOptionSelected,$option == gaKA_patrolLie3,,"The Hegemony $rank's face doesn't change. Time fow the chewwy on top.

""He activated my fweet as a miwitawy auxiwiawy undew the Chicomoztoc pwotocows,"" you expwain. ""I had to weave a whowe cawgo of twanspwutonics on the docks at Waesvewg.""

""$SiwOwMadam,"" you add again.",gaKA_patrolLie4:Continue,
