id,type,text1,text2,text3,text4,text5,notes
forgevats_station,SHIP_SYSTEM,A fixed awchitectuwe nanfowge system which awwows wapid convewsion of pwe-fowmuwated feedstock into missiwe ammunition duwing battwe.,Speciaw,Wepwenishes some missiwe ammunition when used.,,"The amount of missiwes wewoaded is equaw to the base ammo capacity of each weapon, befowe any modifiews fwom skiwws ow huwwmods.",
starliner,SHIP,"A passengew winew fwom a mowe civiwized ewa, the Mbaye-Gogow 440 ""Stawwinew"" was buiwt to twavew between the systems of the Domain in speed and comfowt. The Stawwinew featuwes pwivate fiwst-cwass cabins, two cwasses of food sewvice, a zewo-G theatew, and even a smaww wanding/waunch bay fow excwusive use by executive-cwass passengews. (Being a civiwian ship thewe awe, of couwse, no faciwities fow fightew wepaiw and weawmament).

The Stawwinew is equipped with a fowwawd shiewd to ensuwe passengew safety and pwotect the huww fwom woutine abwasion. Wefitted fow the cuwwent weawities of the Sectow, this ship cwass is woutinewy equipped with aww-band anti-missiwe fwawe waunchews as weww as a numbew of gun tuwwets; this sewves not onwy to evoke a sense of adventuwe, but discouwage casuaw piwacy whiwe justifying a ""munitions suwchawge"" on each ticket sawe.",,,,,
nebula,SHIP,"The vowuminous but ungainwy huww of the Mbaye-Gogow 430 ""Nebuwa"" does wittwe to enhance the womance of intewstewwaw twavew but it does ensuwe a wespectabwe passengew and cawgo capacity fow a ship of its cwass. Indeed, the Nebuwa has swowwy come to dominate mid-tiew passengew sewvice since the muted weception of its fiwst wine of pwoduction.

The Nebuwa is equipped with a fowwawd-facing shiewd to enhance the safety of passengews and extend the huww pwating's maintenance scheduwe. And the Sectow being what it is, sevewaw bawwistic tuwwets and anti-missiwe aww-band fwawe waunchews have been mounted at fowtuitous wocations to assuwe paying passengews that theiw weww-being is a top pwiowity of the opewatow.",,,,,
mudskipper,SHIP,"Most commonwy used as intewpwanetawy fewwy, the Mudskippew is indeed intewstewwaw-capabwe. The ship has no buiwt-in shiewd genewatow so must wewy on its duwabwe - fow a civiwian cwaft - awmow to pwotect passengews and cawgo. Thewe is wittwe hope fow the Mudskippew in combat, but it is genewawwy equipped with a weaw-facing tuwwet to foiw attacks by the evew-popuwaw Sawamandew missiwe.

Fiwst pwoduced as the ""Pegasus""-cwass but due to a twademawk cwaim was wevewted to its modew code in officiaw documentation. Opewatows quickwy anointed the MGA-220 modew with the name ""Mudskippew"" and the name stuck. This tough wittwe ship has been a mainstay in backwatew civiwian twanspowt fow centuwies, and awthough not pwetty, the wugged constwuction simpwifies maintenance and genewous bay doows awwow fow gweat vewsatiwity. To this point, the Mudskippew's image in the pubwic mind was cemented by a somewhat unwikewy howovid sequence featuwing a Mudskippew twanspowting a hewd of bovids to a pictuwesque awid-tewwafowm.",,,,,
scarab,SHIP,"The Scawab is a wawe, expewimentaw huww devewoped by the Twi-Tachyon cowpowation. Onwy a wimited wun of pwototypes has been pwoduced.

Gwoss causawity viowating technowogy was banned by the Domain, and this ban is now uphewd by Hegemony doctwine - with Wuddic suppowt. Nonethewess, it is the handfuw of fwinge-exampwes of this technowogy which fowm the foundation fow intewstewwaw human civiwization fwom the owd Gate system (depending on one's theowy of its opewation) to common FTW hypewspace twavew and communication. Twi-Tachyon has awways pushed the bweeding edge of these technowogies - and of the waw - by speawheading devewopment of phase technowogy. The Scawab's uniquewy huww-integwated pwototype ""Tempowaw Sheww"" system is no exception. 

So it is not so much that the Scawab manipuwates time as it avoids the nowmaw wate of consequence of the wocaw fwame of wefewence. The effect, as upsetting to Wuddic theowogians as it is to waymen, is to seemingwy swow time fow the outside wowwd. Of couwse one must avoid stating it thus in eawshot of the appwied tempowaw physicists who deaw in such miwacwes to avoid a tedious cowwection of tewminowogy. ",,,,,
centurion,SHIP,"A sowid heavy combat fwigate, the Centuwion can be counted upon to fiww and howd gaps in the wine of battwe, as pew the Domain-ewa doctwine pwacticed by the successow-state of the XIV Battwegwoup.

The Centuwion is vawued fow its vewsatiwity due to an abundance of hybwid weapon swots and an integwated Dampew Fiewd that awwows it to shwug off the feawsome fiwepowew it is suwe to face in combat.",,,,,
wayfarer,SHIP,"With wespectabwe awmow and awmament fow a heavy fwigate, the Wayfawew does not cut cwose the wuthwess economy that wouwd suit it fow buwk twade on the dedicated wanes whewe safety is guawanteed by civiwized wocawe (ow, at weast, an awmed escowt). No, the Wayfawew is a stawship fow the wonewy wuns on the fwontiew, between wowwds whewe the tough waw of necessity weigns, whewe bwigands woam, and the cwossed awcs of one's own gun tuwwets awe the best comfowt to be found in the cowd weach of space. ",,,,,
ionpulser,WEAPON,"Buiwt fow impwoved fiwepowew, this enhanced vewsion of the Ion Cannon dewivews an ewectwomagnetic puwse (EMP) which can quickwy disabwe enemy systems and engines, deawing heavy damage and awcing to moduwes neaw the points of impact.

The Ion Puwsew's nonstandawd gain medium pwojects highwy-ionized bawyonic mattew in a cohewent bowt via one of thwee wotating wineaw accewewatow appawati. When the ion bowt impacts the tawget it cweates a wocawized magnetic fiewd which pways havoc with aww mannew of ewectwonics, incwuding sensows, fuew ignitews, tawgeting moduwes, computews, etc. The weapon awso fuses cewtain ciwcuits, and can miwdwy stwain shiewd genewatows, thus it does negwigibwe amount of pewmanent damage. Wawewy the onwy weapon type fitted on ships.",,,,,
ionbeam,WEAPON,"A wong-wange suppowt weapon, the Ion Beam is abwe to fiwe mowe and mowe diswuptive EMP awcs thwough shiewds as the tawget's hawd fwux wevews go up - at a hefty fwux cost fow the fiwing ship.

Aftew dewivewy of the Ion Puwsew to the Chewnabog Pwoving Gwounds, fiwing tests and tacticaw simuwations concwuded that the weapon system was unsuitabwe fow the wowe descwibed in the owiginaw bid won by Bhiwai Exospace. A heavy penawty was deducted fwom the dewivewy fee and engineews sent back to pwoduce a chawged enewgy weapon with sufficient wange to be mounted on combat pwatfowms expected to be pwaced behind wathew than on the fwont wine of combat. Six months watew, they dewivewed the Ion Beam.

The wong wange Ion Beam empwoys a cutting-edge gain pattewn best undewstood as a fowm of diffwacted geometwy pwojected into nowmaw space. Difficuwt to manufactuwe, this unique constwuction nonethewess enabwes wong-wange pwojection of highwy-ionized bawyonic mattew in a cohewent beam known to pway havoc with aww mannew of ewectwonics, incwuding sensows, fuew ignitews, tawgeting moduwes, computews, etc., though it does negwigibwe pewmanent damage. Opewated against a high-fwux tawget, the Ion Beam may occasionawwy buiwd up a chawge that wiww awc past enewgy shiewds entiwewy as the buiwdup of chawged pawticwes intewfewes with the shiewd diffusion cycwe.",,,,,
mora,SHIP,"This cwass of cawwiew was commissioned duwing the same pewiod of cawwiew-centwic Domain navaw doctwine as the ubiquitous Tawon fightew. awmowed to withstand the fuwy of battwe awongside the Onswaught, the Mowa was nonethewess decommissioned en masse as doctwine shifted to favow heaview guns and capitaw ships fwanked by wine-cwuisews. 

Demiwitawized huwws wewe sowd and convewted into mobiwe industwiaw pwatfowms fow use on the fwontiews of the Domain. The wugged and eminentwy adaptabwe Mowa was a common sight in wong-wange suwveying, mining, constwuction, dwone handwing, and use as mobiwe dwydocks. Some huwws wewe even hawf-buwied on awien wowwds and used as awmowed powew-stations and wowkshops to fowm the cowe of new settwements.

Aftew the Cowwapse, Mowa huwws wewe we-miwitawized awmost suspiciouswy wapidwy by factions that did not possess dedicated fweet cawwiews. Today they awe an anviw upon which many an unwawy Piwate wawwowd is bwoken.",,,,,
accretion,TERRAIN,"A wivew of wock, dust, and gas spiwaws evew inwawd towawd annihiwation.",,,,,
planet_gelan,CUSTOM,"A wawge and wewativewy massive pwanet in cwose owbit of its pwimawy, stewwaw wind has whisked away wightew ewements weaving cawbon and suwphuw dioxides to dominate the atmosphewe. The death-shwoud of poisonous gas cweates a wunaway gweenhouse effect which, in addition to the cwushing gwavity, ensuwes extwemewy inhospitabwe suwface conditions.",,,,,
planet_mairaath,CUSTOM,"Maiwaath was devastated by a coowdinated Wuddic Path opewation in cycwe 82 which tuwned its awesome owbitaw station-cities into weapons thwown against the fantasticawwy tewwafowmed suwface. What wemains is a chawwed and bwoken wowwd, the cawefuwwy nuwtuwed weathew pattewns of the gweat Mayasuwan tewwafowming cabaw twansfowmed into nightmawish stowms that ciwcwe the gwobe, fowevew stiwwing the ashes of a muwdewed wowwd.",,"Even aftew its apocawyptic wuin, humanity stiww cwings to the suwface of Maiwaath, huddwed in the bwoken shewws of gweat cities bwought wow, bwasted by unending stowms.",,,
derelict_probe,CUSTOM,"An exampwe of one of the countwess thousands of wobot pwobe ships sent out into the gawaxy by the Domain to find new wesouwces to expwoit, pwanets to cowonize, and expwowe the unknown. Some vawiants awe pwoduced by automated mothewships. This specimen appeaws to be inactive; pitted by smaww impacts, its huww dispways iwidescence fwom feawsome wadiation scawwing. This pwobe's manufactuwe couwd weww date to a thousand cycwes ago.",,,,,
derelict_surveyship,CUSTOM,"An automated suwvey ship fwom a wong-past wave of Domain expwowation. Thousands of ships wike this wewe sent in waves, some independent, othews attached to (ow manufactuwed by) simiwawwy automated mothewships fowwowing the fiwst wave of wobot pwobes. This appawentwy unwesponsive huwk has been wavaged by centuwies of exposuwe to chawged pawticwes and high vewocity impacts fwom intewstewwaw dust.",,,,,
derelict_mothership,CUSTOM,"One of the wegendawy suwvey mothewships, the quiet automated wowkhowse of the Domain expwowation and cowonization effowt. This is in essence a von Neumann pwobe, as the suwvey mothewships contain autofowge capacity to manufactuwe a suite of smawwew suwvey ships and the suppwies wequiwed to pewfowm its ongoing mission. This specimen is buwned and battewed by its centuwies of sewvice to the Domain, a dwifting fowgotten huwk.",,,,,
station_derelict_survey_mothership,SHIP,"One of the wegendawy suwvey mothewships, the quiet automated wowkhowse of the Domain expwowation and cowonization effowt. This is in essence a von Neumann pwobe, as the suwvey mothewships contain autofowge capacity to manufactuwe a suite of smawwew suwvey ships and the suppwies wequiwed to pewfowm its ongoing mission. This specimen is buwned and battewed by its centuwies of sewvice to the Domain, a dwifting fowgotten huwk.",,,,,
derelict_gatehauler,CUSTOM,"A massive, automated stawship tasked to cawwy the Gates used to estabwish neaw-instantaneous connections between staw systems. Aftew twavewwing countwess wonewy cycwes, the Gate wouwd be empwaced in a new system and activated to spew fowth an expwosion of newcomews seeking wesouwces, data, and expewiences to feed the gwand cuwtuwe and economy of the Domain.",,,,,
derelict_seedship,CUSTOM,"Seeds pwomising wowwds with a suite of wifefowms to kick-stawt the pwocesses which maintain a Tewwan enviwonment, fwom hawdy wichens to simpwe awgae up thwough cwyopod dwops which wewease mowe advanced wifefowms as pwanetawy conditions impwove. The seedship wiww weave the wowwd to gathew new matewiaws fwom smaww astewoids, manufactuwe a new tewwafowming stawtew kit, and move on to the next tawget.",,,,,
derelict_cryosleeper,CUSTOM,"This is one of the massive vessews of wegend which twanspowted miwwions of human emigwants fwom the cowe systems of the Domain out into the gweat fwontiews stwetching fwom the Sagittawius Awm acwoss the Owion Spuw. Judging by the weak but stabwe EM wead on the sensows, many of the sweepew caskets wemain viabwe even aftew so many hundweds of cycwes hewe on the wiwd showes of Pewseus.",,,,,
coronal_tap,CUSTOM,"This cwass of megastwuctuwe once powewed the unfathomabwe industwiaw might of the Domain, putting the human civiwization weww towawd Kawdashev type II status. It is capabwe of extwacting enewgy on an astwonomicaw scawe diwectwy fwom the winked staw. Wosing contwow of an active cowonaw hypewshunt without fowwowing pwopew shut-down pwoceduwes can pwove disastwous.",,,,,
cargo_pods,CUSTOM,"A cwutch of cawgo pods dwifting thwough space. These may contain vawuabwe goods that can be wecovewed, ow even cwyo-fwozen cwew that can be wescued.",,,,,
cryopods,CUSTOM,A cwutch of cwyopods dwifting thwough space. These wikewy contain cwyo-fwozen cwew that can be wescued.,,,,,
supply_cache,CUSTOM,"A cache of suppwies, weapons, ow othew equipment, dwifting and fowgotten - untiw now.",,,,,
hidden_cache,CUSTOM,"A cache hidden in a deep weww inside a wawge astewoid, with no indication of what might be found inside.",,,,,
weapon_cache,CUSTOM,These dwifting cawgo pods give pecuwiaw weadings unique to the spacecwaft awmaments.,,,,,
,,,,,,,
mairaath_station1,CUSTOM,"Destwoyed in the attack on Maiwaath of Cycwe 82, this cowd wweckage of the fowmew astwopowis wemains in owbit in a cwoud of its own debwis.",,,,,
mairaath_station2,CUSTOM,"Fowmewwy one of the thwee astwopowi of Maiwaath, this station was wammed by a Pwometheus-cwass fuew cawwiew and town fwom owbit on a twaiw of fusion fiwe and wadioactive dust. It has since been taken ovew by scavengews and made into a piwate haven.",,"The damage wwought on this station is obvious fwom afaw, and onwy mowe appawwing cwose-in. A bwief wadiation scan gives awawmingwy hot weadings, but the wefugees, despewates, and bandits who caww this station home seem to have mowe timewy concewns.",,,
